?‘ë‹µ??ë²ˆí˜¸,?‘ë‹µ??ID,Training ?¤í???? í˜¸,Training ?¤í???ë¹„ì„ ??Validation ?¤í???? í˜¸,Validation ?¤í???ë¹„ì„ ??0,
1688,,W_03951_00_cityglam_W.jpg          ,W_18177_90_kitsch_W.jpg            ,W_10167_60_minimal_W.jpg           ,W_13574_90_hiphop_W.jpg            
1689,,W_18482_50_feminine_W.jpg          ,W_05321_80_bodyconscious_W.jpg     ,W_02306_70_disco_W.jpg             ,                                   
1690,,W_00437_19_normcore_W.jpg          ,W_10689_19_genderless_W.jpg        ,                                   ,                                   
1691,,W_03243_50_classic_W.jpg           ,W_14328_00_cityglam_W.jpg          ,                                   ,                                   
1692,,W_09589_70_punk_W.jpg              ,W_09032_19_normcore_W.jpg          ,                                   ,                                   
1693,,W_18378_50_classic_W.jpg           ,W_13574_90_hiphop_W.jpg            ,                                   ,                                   
1694,,W_09359_70_disco_W.jpg             ,W_07862_00_cityglam_W.jpg          ,                                   ,                                   
1695,,W_11932_50_feminine_W.jpg          ,W_07844_00_oriental_W.jpg          ,                                   ,                                   
1696,,W_02819_19_genderless_W.jpg        ,W_14082_70_punk_W.jpg              ,                                   ,                                   
1697,,W_04097_90_grunge_W.jpg            ,W_13726_80_powersuit_W.jpg         ,                                   ,                                   
1698,,W_01084_10_sportivecasual_W.jpg    ,W_13095_19_genderless_W.jpg        ,                                   ,                                   
1699,,W_01275_10_athleisure_W.jpg        ,W_13495_60_minimal_W.jpg           ,                                   ,                                   
1700,,W_10511_00_ecology_W.jpg           ,W_02257_90_lingerie_W.jpg          ,                                   ,                                   
1701,,W_13289_80_powersuit_W.jpg         ,                                   ,                                   ,                                   
1702,,W_14789_60_minimal_W.jpg           ,                                   ,                                   ,                                   
1703,,W_08993_10_athleisure_W.jpg        ,                                   ,                                   ,                                   
1704,,W_02182_70_punk_W.jpg              ,                                   ,                                   ,                                   
1705,,W_08094_10_sportivecasual_W.jpg    ,                                   ,                                   ,                                   
1706,,W_13379_80_powersuit_W.jpg         ,                                   ,                                   ,                                   
1707,,W_10166_80_powersuit_W.jpg         ,                                   ,                                   ,                                   
1708,,W_05670_10_athleisure_W.jpg        ,                                   ,                                   ,                                   
1709,,W_18122_70_disco_W.jpg             ,                                   ,                                   ,                                   
